industry_category,stock_id,stock_name,type,date
資訊服務業,6884,海柏特,tpex,2026-01-25
電腦及週邊設備業,6922,宸曜,tpex,2026-01-25
數位雲端類,6925,意藍,tpex,2026-01-25
生技醫療業,6929,佑全,tpex,2026-01-25
電子零組件業,6913,鴻呈,tpex,2026-01-25
綠能環保類,6894,衛司特,tpex,2026-01-25
半導體業,6895,宏碩系統,tpex,2026-01-25
光電業,6899,創為精密,tpex,2026-01-25
其他電子類,6903,巨漢,tpex,2026-01-25
其他,6904,伯鑫,tpex,2026-01-25
數位雲端類,6910,德鴻,tpex,2026-01-25
生技醫療業,4911,德英,tpex,2026-01-25
食品工業,1796,金穎生技,tpex,2026-01-25
生技醫療業,1799,易威,tpex,2026-01-25
生技醫療業,1813,寶利徠,tpex,2026-01-25
電子零組件業,1815,富喬,tpex,2026-01-25
生技醫療業,1788,杏昌,tpex,2026-01-25
化學工業,1742,台蠟,tpex,2026-01-25
生技醫療業,1777,生泰,tpex,2026-01-25
生技醫療業,1781,合世,tpex,2026-01-25
生技醫療業,1784,訊聯,tpex,2026-01-25
其他電子類,1785,光洋科,tpex,2026-01-25
電機機械,2070,精湛,tpex,2026-01-25
鋼鐵工業,2073,雄順,tpex,2026-01-25
電機機械,2067,嘉鋼,tpex,2026-01-25
其他,2221,大甲,tpex,2026-01-25
電機機械,2066,世德,tpex,2026-01-25
鋼鐵工業,2065,世豐,tpex,2026-01-25
鋼鐵工業,2064,晉椿,tpex,2026-01-25
鋼鐵工業,2035,唐榮,tpex,2026-01-25
電器電纜,2061,風青,tpex,2026-01-25
鋼鐵工業,2063,世鎧,tpex,2026-01-25
生技醫療業,1565,精華,tpex,2026-01-25
電腦及週邊設備業,1569,濱川,tpex,2026-01-25
電機機械,1570,力肯,tpex,2026-01-25
其他,1584,精剛,tpex,2026-01-25
電機機械,1586,和勤,tpex,2026-01-25
電機機械,1591,駿吉-KY,tpex,2026-01-25
運動休閒類,1593,祺驊,tpex,2026-01-25
電機機械,1580,新麥,tpex,2026-01-25
電子零組件業,1595,川寶,tpex,2026-01-25
電機機械,1599,宏佳騰,tpex,2026-01-25
電機機械,2230,泰茂,tpex,2026-01-25
電機機械,2235,謚源,tpex,2026-01-25
上櫃ETF,00782B,國泰A級公用債,tpex,2026-01-25
上櫃ETF,00785B,富邦金融投等債,tpex,2026-01-25
上櫃ETF,00786B,元大10年IG銀行債,tpex,2026-01-25
上櫃ETF,00787B,元大10年IG醫療債,tpex,2026-01-25
上櫃ETF,00788B,元大10年IG電能債,tpex,2026-01-25
上櫃ETF,00789B,復華公司債A3,tpex,2026-01-25
上櫃ETF,00791B,復華信用債1-5,tpex,2026-01-25
上櫃ETF,00792B,群益A級公司債,tpex,2026-01-25
上櫃ETF,00793B,群益AAA-A醫療債,tpex,2026-01-25
上櫃ETF,00795B,中信美國公債20年,tpex,2026-01-25
上櫃ETF,00781B,國泰A級科技債,tpex,2026-01-25
上櫃ETF,00799B,國泰A級醫療債,tpex,2026-01-25
上櫃ETF,00834B,第一金金融債10+,tpex,2026-01-25
上櫃ETF,00836B,永豐10年A公司債,tpex,2026-01-25
上櫃ETF,00840B,凱基IG精選15+,tpex,2026-01-25
上櫃ETF,00841B,凱基AAA-AA公司債,tpex,2026-01-25
上櫃ETF,00842B,台新美元銀行債,tpex,2026-01-25
上櫃ETF,00844B,新光15年IG金融債,tpex,2026-01-25
上櫃ETF,00845B,富邦新興投等債,tpex,2026-01-25
上櫃ETF,00846B,富邦歐洲銀行債,tpex,2026-01-25
上櫃ETF,00847B,中信美國市政債,tpex,2026-01-25
上櫃ETF,00848B,中信新興亞洲債,tpex,2026-01-25
上櫃ETF,00849B,中信EM主權債0-5,tpex,2026-01-25
上櫃ETF,00780B,國泰A級金融債,tpex,2026-01-25
上櫃ETF,00778B,凱基金融債20+,tpex,2026-01-25
上櫃ETF,00746B,富邦A級公司債,tpex,2026-01-25
上櫃ETF,00749B,凱基新興債10+,tpex,2026-01-25
上櫃ETF,00750B,凱基科技債10+,tpex,2026-01-25
上櫃ETF,00751B,元大AAA至A公司債,tpex,2026-01-25
上櫃ETF,00754B,群益AAA-AA公司債,tpex,2026-01-25
上櫃ETF,00755B,群益投資級公用債,tpex,2026-01-25
上櫃ETF,00756B,群益投等新興公債,tpex,2026-01-25
上櫃ETF,00758B,復華能源債,tpex,2026-01-25
上櫃ETF,00779B,凱基美債25+,tpex,2026-01-25
上櫃ETF,00759B,復華製藥債,tpex,2026-01-25
上櫃ETF,00761B,國泰A級公司債,tpex,2026-01-25
上櫃ETF,00764B,群益25年美債,tpex,2026-01-25
上櫃ETF,00768B,復華20年美債,tpex,2026-01-25
上櫃ETF,00772B,中信高評級公司債,tpex,2026-01-25
上櫃ETF,00773B,中信優先金融債,tpex,2026-01-25
上櫃ETF,00777B,凱基AAA至A公司債,tpex,2026-01-25
上櫃ETF,00760B,復華新興企業債,tpex,2026-01-25
上櫃ETF,00853B,統一美債10年Aa-A,tpex,2026-01-25
上櫃ETF,00856B,永豐1-3年美公債,tpex,2026-01-25
上櫃ETF,00857B,永豐20年美公債,tpex,2026-01-25
上櫃ETF,00858,永豐美國500大,tpex,2026-01-25
上櫃ETF,00859B,群益0-1年美債,tpex,2026-01-25
上櫃ETF,00860B,群益1-5Y投資級債,tpex,2026-01-25
上櫃ETF,00862B,中信投資級公司債,tpex,2026-01-25
上櫃ETF,00863B,中信全球電信債,tpex,2026-01-25
上櫃ETF,00864B,中信美國公債0-1,tpex,2026-01-25
上櫃ETF,00867B,新光A-BBB電信債,tpex,2026-01-25
上櫃ETF,00870B,元大15年EM主權債,tpex,2026-01-25
上櫃ETF,00877,復華中國5G,tpex,2026-01-25
上櫃ETF,00883B,中信ESG投資級債,tpex,2026-01-25
上櫃ETF,00884B,中信低碳新興債,tpex,2026-01-25
上櫃ETF,00886,永豐美國科技,tpex,2026-01-25
上櫃ETF,00887,永豐中國科技50大,tpex,2026-01-25
上櫃ETF,00888,永豐台灣ESG,tpex,2026-01-25
上櫃ETF,00890B,凱基ESG BBB債15+,tpex,2026-01-25
上櫃ETF,00741B,富邦全球非投等債,tpex,2026-01-25
上櫃ETF,00740B,富邦全球投等債,tpex,2026-01-25
上櫃ETF,006201,元大富櫃50,tpex,2026-01-25
上櫃ETF,00719B,元大美債1-3,tpex,2026-01-25
上櫃ETF,00720B,元大投資級公司債,tpex,2026-01-25
上櫃ETF,00722B,群益投資級電信債,tpex,2026-01-25
上櫃ETF,00723B,群益投資級科技債,tpex,2026-01-25
上櫃ETF,00725B,國泰投資級公司債,tpex,2026-01-25
上櫃ETF,00726B,國泰新興投等債,tpex,2026-01-25
上櫃ETF,00727B,國泰優選非投等債,tpex,2026-01-25
上櫃ETF,00734B,台新JPM新興債,tpex,2026-01-25
上櫃ETF,00724B,群益投資級金融債,tpex,2026-01-25
上櫃ETF,00679B,元大美債20年,tpex,2026-01-25
上櫃ETF,00687B,國泰20年美債,tpex,2026-01-25
上櫃ETF,00687C,國泰20年美債+櫃U,tpex,2026-01-25
上櫃ETF,00694B,富邦美債1-3,tpex,2026-01-25
上櫃ETF,00695B,富邦美債7-10,tpex,2026-01-25
上櫃ETF,00696B,富邦美債20年,tpex,2026-01-25
上櫃ETF,00697B,元大美債7-10,tpex,2026-01-25
觀光餐旅,1259,安心,tpex,2026-01-25
食品工業,1264,德麥,tpex,2026-01-25
觀光餐旅,1268,漢來美食,tpex,2026-01-25
食品工業,1294,漢田生技,tpex,2026-01-25
食品工業,1295,生合,tpex,2026-01-25
農業科技業,1240,茂生農經,tpex,2026-01-25
指數投資證券(ETN),020041,兆豐半導體氣候N,tpex,2026-01-25
指數投資證券(ETN),020040,元大上櫃ESG龍頭N,tpex,2026-01-25
電子零組件業,1336,台翰,tpex,2026-01-25
上櫃ETF,00955,中信日本商社,tpex,2026-01-25
上櫃ETF,00957B,兆豐US優選投等債,tpex,2026-01-25
上櫃ETF,00958B,永豐ESG銀行債15+,tpex,2026-01-25
上櫃ETF,00959B,大華投等美債15Y+,tpex,2026-01-25
上櫃ETF,00966B,統一ESG投等債15+,tpex,2026-01-25
上櫃ETF,00968B,元大優息投等債,tpex,2026-01-25
上櫃ETF,00969B,元大零息超長美債,tpex,2026-01-25
上櫃ETF,00970B,新光BBB投等債20+,tpex,2026-01-25
上櫃ETF,00967B,元大優息美債,tpex,2026-01-25
上櫃ETF,00928,中信上櫃ESG 30,tpex,2026-01-25
上櫃ETF,00931B,統一美債20年,tpex,2026-01-25
上櫃ETF,00933B,國泰10Y+金融債,tpex,2026-01-25
上櫃ETF,00937B,群益ESG投等債20+,tpex,2026-01-25
上櫃ETF,00942B,台新美A公司債20+,tpex,2026-01-25
上櫃ETF,00948B,中信優息投資級債,tpex,2026-01-25
上櫃ETF,00950B,凱基A級公司債,tpex,2026-01-25
上櫃ETF,009806,台新標普500,tpex,2026-01-25
上櫃ETF,009807,台新標普科技精選,tpex,2026-01-25
指數投資證券(ETN),020001,富邦存股雙十N,tpex,2026-01-25
指數投資證券(ETN),020025,統一亞洲半導體N,tpex,2026-01-25
指數投資證券(ETN),020027,元大上櫃ESG成長N,tpex,2026-01-25
指數投資證券(ETN),020033,統一恒生科期N,tpex,2026-01-25
指數投資證券(ETN),020035,元大上櫃ESG高息N,tpex,2026-01-25
上櫃ETF,00987B,野村10+澳洲公債,tpex,2026-01-25
上櫃ETF,00986B,FT金融債10+,tpex,2026-01-25
上櫃ETF,00980B,台新特選IG債10+,tpex,2026-01-25
上櫃ETF,00980D,主動聯博投等入息,tpex,2026-01-25
上櫃ETF,00980T,平衡凱基美國TOP,tpex,2026-01-25
上櫃ETF,009814,富邦標普500,tpex,2026-01-25
上櫃ETF,00981B,第一金優選非投債,tpex,2026-01-25
上櫃ETF,00981D,主動中信非投等債,tpex,2026-01-25
上櫃ETF,00982B,FT投資級債20+,tpex,2026-01-25
上櫃ETF,00983B,大華優利美公債20,tpex,2026-01-25
上櫃ETF,00984B,大華優利美A債15,tpex,2026-01-25
電子零組件業,3609,三一東林,tpex,2026-01-25
電腦及週邊設備業,3611,鼎翰,tpex,2026-01-25
光電業,3615,安可,tpex,2026-01-25
光電業,3623,富晶通,tpex,2026-01-25
電腦及週邊設備業,3625,西勝,tpex,2026-01-25
其他電子類,3628,盈正,tpex,2026-01-25
文化創意業,3629,地心引力,tpex,2026-01-25
光電業,3630,新鉅科,tpex,2026-01-25
電子零組件業,3631,晟楠,tpex,2026-01-25
通信網路業,3632,研勤,tpex,2026-01-25
電子零組件業,3646,艾恩特,tpex,2026-01-25
電子零組件業,3624,光頡,tpex,2026-01-25
通信網路業,3564,其陽,tpex,2026-01-25
半導體業,3567,逸昌,tpex,2026-01-25
資訊服務業,3570,大塚,tpex,2026-01-25
電腦及週邊設備業,3577,泓格,tpex,2026-01-25
其他電子類,3580,友威科,tpex,2026-01-25
半導體業,3581,博磊,tpex,2026-01-25
電子零組件業,3597,映興,tpex,2026-01-25
電腦及週邊設備業,3594,磐儀,tpex,2026-01-25
其他電子類,3587,閎康,tpex,2026-01-25
半導體業,3707,漢磊,tpex,2026-01-25
電腦及週邊設備業,3709,鑫聯大投控,tpex,2026-01-25
綠能環保類,3713,新晶投控,tpex,2026-01-25
電子零組件業,3710,連展投控,tpex,2026-01-25
其他電子類,3663,鑫科,tpex,2026-01-25
通信網路業,3664,安瑞-KY,tpex,2026-01-25
光電業,3666,光耀,tpex,2026-01-25
通信網路業,3672,康聯訊,tpex,2026-01-25
半導體業,3675,德微,tpex,2026-01-25
半導體業,3680,家登,tpex,2026-01-25
通信網路業,3684,榮昌,tpex,2026-01-25
電機機械,3685,元創精密,tpex,2026-01-25
數位雲端類,3687,歐買尬,tpex,2026-01-25
電子零組件業,3689,湧德,tpex,2026-01-25
光電業,3691,碩禾,tpex,2026-01-25
電腦及週邊設備業,3693,營邦,tpex,2026-01-25
通信網路業,3558,神準,tpex,2026-01-25
半導體業,3556,禾瑞亞,tpex,2026-01-25
電機機械,3426,台興,tpex,2026-01-25
化學工業,3430,奇鈦科,tpex,2026-01-25
光電業,3434,哲固,tpex,2026-01-25
半導體業,3438,類比科,tpex,2026-01-25
光電業,3441,聯一光,tpex,2026-01-25
電子通路業,3444,利機,tpex,2026-01-25
光電業,3455,由田,tpex,2026-01-25
其他電子類,3465,進泰電子,tpex,2026-01-25
通信網路業,3466,德晉,tpex,2026-01-25
半導體業,3467,台灣精材,tpex,2026-01-25
電腦及週邊設備業,3479,安勤,tpex,2026-01-25
光電業,3339,泰谷,tpex,2026-01-25
電腦及週邊設備業,3349,寶德,tpex,2026-01-25
電子零組件業,3354,律勝,tpex,2026-01-25
電子零組件業,3357,臺慶科,tpex,2026-01-25
電子通路業,3360,尚立,tpex,2026-01-25
光電業,3362,先進光,tpex,2026-01-25
通信網路業,3363,上詮,tpex,2026-01-25
半導體業,3372,典範,tpex,2026-01-25
其他電子類,3373,熱映,tpex,2026-01-25
半導體業,3374,精材,tpex,2026-01-25
電機機械,3379,彬台,tpex,2026-01-25
電子零組件業,3388,崇越電,tpex,2026-01-25
電子零組件業,3390,旭軟,tpex,2026-01-25
其他電子類,3402,漢科,tpex,2026-01-25
電子零組件業,3484,崧騰,tpex,2026-01-25
半導體業,3529,力旺,tpex,2026-01-25
光電業,3531,先益,tpex,2026-01-25
電子零組件業,3537,堡達,tpex,2026-01-25
電腦及週邊設備業,3540,曜越,tpex,2026-01-25
文化創意業,3546,宇峻,tpex,2026-01-25
電子零組件業,3548,兆利,tpex,2026-01-25
綠能環保類,3551,世禾,tpex,2026-01-25
其他電子類,3552,同致,tpex,2026-01-25
半導體業,3555,博士旺,tpex,2026-01-25
其他電子類,3541,西柏,tpex,2026-01-25
半導體業,3527,聚積,tpex,2026-01-25
電子零組件業,3526,凡甲,tpex,2026-01-25
建材營造,3489,森寶,tpex,2026-01-25
光電業,3490,單井,tpex,2026-01-25
通信網路業,3491,昇達科,tpex,2026-01-25
電子零組件業,3492,長盛,tpex,2026-01-25
其他電子類,3498,陽程,tpex,2026-01-25
通信網路業,3499,環天科,tpex,2026-01-25
其他電子類,3508,位速,tpex,2026-01-25
電子零組件業,3511,矽瑪,tpex,2026-01-25
建材營造,3512,皇龍,tpex,2026-01-25
光電業,3516,亞帝歐,tpex,2026-01-25
電子零組件業,3520,華盈,tpex,2026-01-25
建材營造,3521,鴻翊,tpex,2026-01-25
觀光餐旅,3522,御嵿,tpex,2026-01-25
光電業,3523,迎輝,tpex,2026-01-25
電腦及週邊設備業,3483,力致,tpex,2026-01-25
生技醫療業,4102,永日,tpex,2026-01-25
其他電子類,4577,達航科技,tpex,2026-01-25
電機機械,4580,捷流閥業,tpex,2026-01-25
電機機械,4584,君帆,tpex,2026-01-25
居家生活類,4609,唐鋒,tpex,2026-01-25
居家生活類,4702,中美實,tpex,2026-01-25
化學工業,4706,大恭,tpex,2026-01-25
化學工業,4707,磐亞,tpex,2026-01-25
化學工業,4711,永純,tpex,2026-01-25
化學工業,4714,永捷,tpex,2026-01-25
化學工業,4716,大立,tpex,2026-01-25
電機機械,4568,科際精密,tpex,2026-01-25
電子零組件業,4542,科嶠,tpex,2026-01-25
電機機械,4543,萬在,tpex,2026-01-25
電機機械,4549,桓達,tpex,2026-01-25
電機機械,4550,長佳,tpex,2026-01-25
其他電子類,4554,橙的,tpex,2026-01-25
其他,4556,旭然,tpex,2026-01-25
電機機械,4558,寶緯,tpex,2026-01-25
電機機械,4561,健椿,tpex,2026-01-25
電機機械,4563,百德,tpex,2026-01-25
化學工業,4721,美琪瑪,tpex,2026-01-25
化學工業,4767,誠泰科技,tpex,2026-01-25
化學工業,4768,晶呈科技,tpex,2026-01-25
化學工業,4772,台特化,tpex,2026-01-25
文化創意業,4806,桂田文創,tpex,2026-01-25
通信網路業,4903,聯光通,tpex,2026-01-25
通信網路業,4905,台聯電,tpex,2026-01-25
建材營造,4907,富宇,tpex,2026-01-25
通信網路業,4908,前鼎,tpex,2026-01-25
通信網路業,4909,新復興,tpex,2026-01-25
觀光餐旅,4804,大略-KY,tpex,2026-01-25
其他電子類,4760,勤凱,tpex,2026-01-25
生技醫療業,4726,永昕,tpex,2026-01-25
生技醫療業,4728,雙美,tpex,2026-01-25
光電業,4729,熒茂,tpex,2026-01-25
生技醫療業,4735,豪展,tpex,2026-01-25
化學工業,4741,泓瀚,tpex,2026-01-25
生技醫療業,4743,合一,tpex,2026-01-25
生技醫療業,4744,皇將,tpex,2026-01-25
生技醫療業,4745,合富-KY,tpex,2026-01-25
生技醫療業,4747,強生,tpex,2026-01-25
半導體業,4749,新應材,tpex,2026-01-25
化學工業,4754,國碳科,tpex,2026-01-25
其他,4541,晟田,tpex,2026-01-25
電機機械,4538,大詠城,tpex,2026-01-25
生技醫療業,4138,曜亞,tpex,2026-01-25
生技醫療業,4139,馬光-KY,tpex,2026-01-25
生技醫療業,4147,中裕,tpex,2026-01-25
生技醫療業,4153,鈺緯,tpex,2026-01-25
其他,4154,樂威科-KY,tpex,2026-01-25
生技醫療業,4160,訊聯基因,tpex,2026-01-25
生技醫療業,4161,聿新科,tpex,2026-01-25
生技醫療業,4162,智擎,tpex,2026-01-25
生技醫療業,4163,鐿鈦,tpex,2026-01-25
生技醫療業,4166,友霖,tpex,2026-01-25
生技醫療業,4167,松瑞藥,tpex,2026-01-25
生技醫療業,4168,醣聯,tpex,2026-01-25
生技醫療業,4157,太景*-KY,tpex,2026-01-25
生技醫療業,4105,東洋,tpex,2026-01-25
生技醫療業,4107,邦特,tpex,2026-01-25
生技醫療業,4109,加捷生醫,tpex,2026-01-25
生技醫療業,4111,濟生,tpex,2026-01-25
建材營造,4113,聯上,tpex,2026-01-25
生技醫療業,4114,健喬,tpex,2026-01-25
生技醫療業,4116,明基醫,tpex,2026-01-25
生技醫療業,4120,友華,tpex,2026-01-25
生技醫療業,4121,優盛,tpex,2026-01-25
生技醫療業,4123,晟德,tpex,2026-01-25
生技醫療業,4126,太醫,tpex,2026-01-25
生技醫療業,4127,天良,tpex,2026-01-25
生技醫療業,4128,中天,tpex,2026-01-25
生技醫療業,4129,聯合,tpex,2026-01-25
生技醫療業,4130,健亞,tpex,2026-01-25
生技醫療業,4131,浩泰,tpex,2026-01-25
農業科技業,4171,瑞基,tpex,2026-01-25
生技醫療業,4174,浩鼎,tpex,2026-01-25
紡織纖維,4432,銘旺實,tpex,2026-01-25
紡織纖維,4433,興采,tpex,2026-01-25
紡織纖維,4442,竣邦-KY,tpex,2026-01-25
電機機械,4502,健信,tpex,2026-01-25
電機機械,4503,金雨,tpex,2026-01-25
電機機械,4506,崇友,tpex,2026-01-25
其他,4430,耀億,tpex,2026-01-25
電機機械,4510,高鋒,tpex,2026-01-25
電機機械,4523,永彰,tpex,2026-01-25
電機機械,4527,方土霖,tpex,2026-01-25
電機機械,4528,江興鍛,tpex,2026-01-25
其他,4529,淳紳,tpex,2026-01-25
觀光餐旅,4530,宏易,tpex,2026-01-25
電機機械,4533,協易機,tpex,2026-01-25
電機機械,4534,慶騰,tpex,2026-01-25
電機機械,4535,至興,tpex,2026-01-25
電機機械,4513,福裕,tpex,2026-01-25
紡織纖維,4420,光明,tpex,2026-01-25
觀光餐旅,4419,皇家美食,tpex,2026-01-25
生技醫療業,4175,杏一,tpex,2026-01-25
生技醫療業,4183,福永生技,tpex,2026-01-25
生技醫療業,4188,安克,tpex,2026-01-25
生技醫療業,4192,杏國,tpex,2026-01-25
生技醫療業,4198,欣大健康,tpex,2026-01-25
食品工業,4205,中華食,tpex,2026-01-25
食品工業,4207,環泰,tpex,2026-01-25
塑膠工業,4303,信立,tpex,2026-01-25
塑膠工業,4304,勝昱,tpex,2026-01-25
塑膠工業,4305,世坤,tpex,2026-01-25
紡織纖維,4401,東隆興,tpex,2026-01-25
紡織纖維,4402,郡都開發,tpex,2026-01-25
紡織纖維,4406,新昕纖,tpex,2026-01-25
紡織纖維,4413,飛寶企業,tpex,2026-01-25
建材營造,4416,三圓,tpex,2026-01-25
紡織纖維,4417,金洲,tpex,2026-01-25
生技醫療業,4173,久裕,tpex,2026-01-25
電腦及週邊設備業,3325,旭品,tpex,2026-01-25
觀光餐旅,2751,王座,tpex,2026-01-25
觀光餐旅,2752,豆府,tpex,2026-01-25
觀光餐旅,2754,亞洲藏壽司,tpex,2026-01-25
觀光餐旅,2755,揚秦,tpex,2026-01-25
觀光餐旅,2756,聯發國際,tpex,2026-01-25
觀光餐旅,2745,五福,tpex,2026-01-25
觀光餐旅,2743,山富,tpex,2026-01-25
觀光餐旅,2740,天蔥,tpex,2026-01-25
建材營造,2718,全心投控,tpex,2026-01-25
觀光餐旅,2719,燦星旅,tpex,2026-01-25
其他,2724,藝舍-KY,tpex,2026-01-25
觀光餐旅,2726,雅茗-KY,tpex,2026-01-25
觀光餐旅,2729,瓦城,tpex,2026-01-25
觀光餐旅,2732,六角,tpex,2026-01-25
觀光餐旅,2734,易飛網,tpex,2026-01-25
觀光餐旅,2736,富野,tpex,2026-01-25
電子零組件業,3332,幸康,tpex,2026-01-25
文化創意業,2926,誠品生活,tpex,2026-01-25
居家生活類,2937,集雅社,tpex,2026-01-25
居家生活類,2941,米斯特,tpex,2026-01-25
居家生活類,2947,振宇五金,tpex,2026-01-25
居家生活類,2948,寶陞,tpex,2026-01-25
居家生活類,2924,宏太-KY,tpex,2026-01-25
航運業,2643,捷迅,tpex,2026-01-25
航運業,2641,正德,tpex,2026-01-25
數位雲端類,2640,大車隊,tpex,2026-01-25
數位雲端類,2949,欣新網,tpex,2026-01-25
建材營造,2596,綠意,tpex,2026-01-25
居家生活類,2916,滿心,tpex,2026-01-25
通信網路業,3152,璟德,tpex,2026-01-25
資訊服務業,3158,嘉實,tpex,2026-01-25
電機機械,3162,精確,tpex,2026-01-25
通信網路業,3163,波若威,tpex,2026-01-25
半導體業,3169,亞信,tpex,2026-01-25
居家生活類,3171,炎洲流通,tpex,2026-01-25
生技醫療業,3176,基亞,tpex,2026-01-25
建材營造,3188,鑫龍騰,tpex,2026-01-25
電子零組件業,3191,雲嘉南,tpex,2026-01-25
生技醫療業,3205,佰研,tpex,2026-01-25
電子零組件業,3206,志豐,tpex,2026-01-25
電子零組件業,3207,耀勝,tpex,2026-01-25
電腦及週邊設備業,3211,順達,tpex,2026-01-25
半導體業,3178,公準,tpex,2026-01-25
其他電子類,3093,港建*,tpex,2026-01-25
通信網路業,3095,及成,tpex,2026-01-25
半導體業,3105,穩懋,tpex,2026-01-25
電子零組件業,3114,好德,tpex,2026-01-25
電子零組件業,3115,富榮綱,tpex,2026-01-25
半導體業,3122,笙泉,tpex,2026-01-25
光電業,3128,昇銳,tpex,2026-01-25
其他電子類,3131,弘塑,tpex,2026-01-25
半導體業,3141,晶宏,tpex,2026-01-25
資訊服務業,3147,大綜,tpex,2026-01-25
電腦及週邊設備業,3213,茂訊,tpex,2026-01-25
電腦及週邊設備業,3088,艾訊,tpex,2026-01-25
電子零組件業,3217,優群,tpex,2026-01-25
其他電子類,3219,倚強科,tpex,2026-01-25
電子零組件業,3290,東浦,tpex,2026-01-25
文化創意業,3293,鈊象,tpex,2026-01-25
電子零組件業,3294,英濟,tpex,2026-01-25
光電業,3297,杭特,tpex,2026-01-25
其他電子類,3303,岱稜,tpex,2026-01-25
通信網路業,3306,鼎天,tpex,2026-01-25
其他電子類,3289,宜特,tpex,2026-01-25
其他,3313,斐成,tpex,2026-01-25
半導體業,3317,尼克森,tpex,2026-01-25
電子零組件業,3322,建舜電,tpex,2026-01-25
電腦及週邊設備業,3323,加百裕,tpex,2026-01-25
其他電子類,3324,雙鴻,tpex,2026-01-25
電子零組件業,3310,佳穎,tpex,2026-01-25
電子零組件業,3288,點晶,tpex,2026-01-25
電腦及週邊設備業,3287,廣寰科,tpex,2026-01-25
其他電子類,3285,微端,tpex,2026-01-25
通信網路業,3221,台嘉碩,tpex,2026-01-25
電子通路業,3224,三顧,tpex,2026-01-25
電機機械,3226,龍鋒,tpex,2026-01-25
半導體業,3227,原相,tpex,2026-01-25
半導體業,3228,金麗科,tpex,2026-01-25
光電業,3230,錦明,tpex,2026-01-25
電子通路業,3232,昱捷,tpex,2026-01-25
通信網路業,3234,光環,tpex,2026-01-25
電子零組件業,3236,千如,tpex,2026-01-25
觀光餐旅,3252,海灣,tpex,2026-01-25
半導體業,3259,鑫創,tpex,2026-01-25
半導體業,3260,威剛,tpex,2026-01-25
半導體業,3264,欣銓,tpex,2026-01-25
半導體業,3265,台星科,tpex,2026-01-25
半導體業,3268,海德威,tpex,2026-01-25
電腦及週邊設備業,3272,東碩,tpex,2026-01-25
電子零組件業,3276,宇環,tpex,2026-01-25
其他,3284,太普高,tpex,2026-01-25
生技醫療業,3218,大學光,tpex,2026-01-25
文化創意業,3086,華義,tpex,2026-01-25
生技醫療業,3118,進階,tpex,2026-01-25
文化創意業,3083,網龍,tpex,2026-01-25
數位雲端類,3085,新零售,tpex,2026-01-25
文化創意業,3064,泰偉,tpex,2026-01-25
光電業,3066,李洲,tpex,2026-01-25
其他電子類,3067,全域,tpex,2026-01-25
電腦及週邊設備業,3071,協禧,tpex,2026-01-25
綠能環保類,3073,天方能源,tpex,2026-01-25
電子零組件業,3078,僑威,tpex,2026-01-25
通信網路業,3081,聯亞,tpex,2026-01-25
大盤,TPEx,櫃買指數,tpex,None
